Pseudo-terminal will not be allocated because stdin is not a terminal.
Warning: Permanently added '[a.pinggy.io]:443' (RSA) to the list of known hosts.
Allocated port 6 for remote forward to localhost:3000
You are not authenticated.
Your tunnel will expire in 60 minutes. Upgrade to Pinggy Pro to get unrestricted tunnels. https://dashboard.pinggy.io
http://dqphk-182-95-186-78.run.pinggy-free.link
http://edcza-182-95-186-78.free.pinggy.net
https://dqphk-182-95-186-78.run.pinggy-free.link
https://edcza-182-95-186-78.free.pinggy.net

RB: 0, SB: 0, TC: 0, AC: 0               
RB: 0, SB: 0, TC: 0, AC: 0               
RB: 399, SB: 288, TC: 1, AC: 1               
RB: 399, SB: 288, TC: 1, AC: 0               
RB: 399, SB: 288, TC: 2, AC: 1               
RB: 399, SB: 288, TC: 1, AC: 0               
RB: 399, SB: 288, TC: 1, AC: 4294967295               
RB: 399, SB: 288, TC: 2, AC: 0               
RB: 399, SB: 288, TC: 2, AC: 4294967295               
RB: 399, SB: 288, TC: 3, AC: 0               
RB: 5043, SB: 2889, TC: 6, AC: 2               
RB: 5043, SB: 2889, TC: 6, AC: 1               
RB: 5043, SB: 2889, TC: 7, AC: 2               
RB: 5043, SB: 2889, TC: 6, AC: 1               
RB: 5043, SB: 2889, TC: 6, AC: 1               
RB: 5043, SB: 2889, TC: 7, AC: 2               
RB: 5043, SB: 2889, TC: 7, AC: 2               
RB: 5411, SB: 3177, TC: 7, AC: 2               
RB: 5411, SB: 3177, TC: 7, AC: 2               
RB: 5997, SB: 3177, TC: 8, AC: 3               
RB: 5997, SB: 3177, TC: 8, AC: 3               
RB: 6005, SB: 3481, TC: 8, AC: 3               
RB: 6129, SB: 3539, TC: 8, AC: 3               
RB: 6235, SB: 3609, TC: 8, AC: 3               
RB: 6235, SB: 3609, TC: 8, AC: 3               
RB: 6235, SB: 3612, TC: 9, AC: 4               
RB: 6235, SB: 3612, TC: 9, AC: 4               
RB: 6829, SB: 3916, TC: 9, AC: 4               
RB: 6859, SB: 3916, TC: 9, AC: 4               
RB: 6859, SB: 3916, TC: 9, AC: 3               
RB: 6859, SB: 3916, TC: 9, AC: 3               
RB: 7382, SB: 3916, TC: 10, AC: 4               
RB: 7382, SB: 3916, TC: 10, AC: 4               
RB: 7382, SB: 4204, TC: 10, AC: 4               
RB: 7382, SB: 4204, TC: 10, AC: 3               
RB: 7382, SB: 4204, TC: 11, AC: 4               
RB: 7382, SB: 4204, TC: 11, AC: 4               
RB: 8008, SB: 4208, TC: 11, AC: 5               
RB: 8008, SB: 4208, TC: 11, AC: 5               
RB: 8016, SB: 4512, TC: 11, AC: 5               
RB: 8250, SB: 4626, TC: 11, AC: 5               
RB: 8250, SB: 4626, TC: 11, AC: 4               
RB: 8250, SB: 4626, TC: 12, AC: 5               
RB: 8250, SB: 4776, TC: 11, AC: 4               
RB: 8250, SB: 4776, TC: 11, AC: 3               
RB: 8374, SB: 4952, TC: 11, AC: 3               
RB: 8374, SB: 4955, TC: 11, AC: 3               
RB: 8381, SB: 4955, TC: 11, AC: 3               
RB: 8478, SB: 4955, TC: 11, AC: 3               
RB: 8478, SB: 5077, TC: 11, AC: 3               
RB: 8478, SB: 5080, TC: 11, AC: 3               
RB: 8485, SB: 5080, TC: 11, AC: 3               
RB: 8485, SB: 5083, TC: 11, AC: 3               
RB: 8492, SB: 5083, TC: 11, AC: 3               
RB: 8499, SB: 5086, TC: 11, AC: 3               
RB: 8506, SB: 5089, TC: 11, AC: 3               
RB: 8513, SB: 5092, TC: 11, AC: 3               
RB: 8513, SB: 5092, TC: 11, AC: 2               
RB: 8513, SB: 5092, TC: 12, AC: 3               
RB: 8520, SB: 5095, TC: 11, AC: 3               
RB: 8520, SB: 5095, TC: 11, AC: 2               
RB: 8527, SB: 5098, TC: 11, AC: 2               
RB: 8534, SB: 5101, TC: 11, AC: 2               
RB: 8534, SB: 5104, TC: 11, AC: 2               
RB: 8541, SB: 5104, TC: 11, AC: 2               
RB: 8548, SB: 5107, TC: 11, AC: 2               
RB: 8555, SB: 5110, TC: 11, AC: 2               
RB: 8555, SB: 5110, TC: 11, AC: 2               
RB: 8555, SB: 5110, TC: 11, AC: 2               
RB: 9134, SB: 5380, TC: 12, AC: 3               
RB: 9141, SB: 5383, TC: 12, AC: 3               
RB: 9148, SB: 5386, TC: 12, AC: 3               
RB: 9148, SB: 5389, TC: 12, AC: 3               
RB: 9155, SB: 5392, TC: 12, AC: 3               
RB: 9155, SB: 5394, TC: 12, AC: 3               
RB: 9155, SB: 5397, TC: 12, AC: 3               
RB: 9162, SB: 5397, TC: 12, AC: 3               
RB: 9169, SB: 5400, TC: 12, AC: 3               
RB: 9169, SB: 5400, TC: 12, AC: 2               
RB: 9169, SB: 5400, TC: 13, AC: 3               
RB: 9176, SB: 5403, TC: 12, AC: 3               
RB: 9176, SB: 5403, TC: 12, AC: 2               
RB: 9183, SB: 5406, TC: 12, AC: 2               
RB: 9183, SB: 5409, TC: 12, AC: 2               
RB: 9190, SB: 5409, TC: 12, AC: 2               
RB: 9190, SB: 5412, TC: 12, AC: 2               
RB: 9197, SB: 5412, TC: 12, AC: 2               
RB: 9197, SB: 5415, TC: 12, AC: 2               
RB: 9204, SB: 5415, TC: 12, AC: 2               
RB: 9211, SB: 5418, TC: 12, AC: 2               
RB: 9211, SB: 5418, TC: 12, AC: 1               
RB: 9211, SB: 5418, TC: 13, AC: 2               
RB: 9218, SB: 5421, TC: 12, AC: 2               
RB: 9218, SB: 5421, TC: 12, AC: 1               
RB: 9218, SB: 5421, TC: 13, AC: 2               
RB: 9225, SB: 5424, TC: 12, AC: 2               
RB: 9232, SB: 5427, TC: 12, AC: 2               
RB: 9232, SB: 5427, TC: 12, AC: 1               
RB: 9232, SB: 5427, TC: 13, AC: 2               
RB: 9232, SB: 5427, TC: 12, AC: 1               
RB: 9232, SB: 5430, TC: 12, AC: 1               
RB: 9239, SB: 5430, TC: 12, AC: 1               
RB: 9239, SB: 5430, TC: 12, AC: 0               
RB: 9239, SB: 5430, TC: 13, AC: 1               
RB: 9239, SB: 5430, TC: 12, AC: 0               
RB: 9239, SB: 5430, TC: 12, AC: 0               
RB: 9681, SB: 5430, TC: 13, AC: 1               
RB: 9681, SB: 5430, TC: 13, AC: 1               
RB: 9681, SB: 5718, TC: 13, AC: 1               
RB: 9681, SB: 5718, TC: 13, AC: 1               
RB: 9681, SB: 5718, TC: 13, AC: 1               
RB: 10267, SB: 5988, TC: 14, AC: 2               
RB: 10305, SB: 6022, TC: 14, AC: 2               
RB: 10305, SB: 6022, TC: 14, AC: 1               
RB: 10305, SB: 6022, TC: 14, AC: 1               
RB: 10305, SB: 6022, TC: 15, AC: 2               
RB: 10305, SB: 6022, TC: 15, AC: 2               
RB: 10673, SB: 6310, TC: 15, AC: 2               
RB: 10673, SB: 6310, TC: 15, AC: 2               
RB: 11259, SB: 6310, TC: 16, AC: 3               
RB: 11259, SB: 6310, TC: 16, AC: 3               
RB: 11297, SB: 6614, TC: 16, AC: 3               
RB: 11494, SB: 6739, TC: 16, AC: 3               
RB: 11501, SB: 6742, TC: 16, AC: 3               
RB: 11501, SB: 6742, TC: 16, AC: 2               
RB: 11501, SB: 6742, TC: 16, AC: 2               
RB: 12024, SB: 6742, TC: 17, AC: 3               
RB: 12024, SB: 6742, TC: 17, AC: 3               
RB: 12024, SB: 7030, TC: 17, AC: 3               
RB: 12024, SB: 7030, TC: 17, AC: 3               
RB: 12024, SB: 7030, TC: 18, AC: 4               
RB: 12024, SB: 7030, TC: 18, AC: 4               
RB: 12611, SB: 7300, TC: 18, AC: 4               
RB: 12611, SB: 7300, TC: 18, AC: 3               
RB: 12611, SB: 7300, TC: 19, AC: 4               
RB: 12734, SB: 7334, TC: 18, AC: 4               
RB: 12843, SB: 7594, TC: 18, AC: 4               
RB: 12843, SB: 7594, TC: 18, AC: 3               
RB: 12965, SB: 7766, TC: 18, AC: 3               
RB: 12965, SB: 7769, TC: 18, AC: 3               
RB: 12972, SB: 7769, TC: 18, AC: 3               
RB: 12972, SB: 7772, TC: 18, AC: 3               
RB: 12979, SB: 7772, TC: 18, AC: 3               
RB: 13078, SB: 7898, TC: 18, AC: 3               
RB: 13085, SB: 7901, TC: 18, AC: 3               
RB: 13092, SB: 7904, TC: 18, AC: 3               
RB: 13099, SB: 7907, TC: 18, AC: 3               
RB: 13099, SB: 7910, TC: 18, AC: 3               
RB: 13106, SB: 7910, TC: 18, AC: 3               
RB: 13106, SB: 7910, TC: 18, AC: 2               
RB: 13106, SB: 7910, TC: 19, AC: 3               
RB: 13106, SB: 7910, TC: 19, AC: 2               
RB: 13106, SB: 7910, TC: 20, AC: 3               
RB: 13106, SB: 7913, TC: 18, AC: 3               
RB: 13113, SB: 7913, TC: 18, AC: 2               
RB: 13113, SB: 7913, TC: 18, AC: 1               
RB: 13113, SB: 7913, TC: 19, AC: 2               
RB: 13113, SB: 7913, TC: 19, AC: 1               
RB: 13113, SB: 7913, TC: 20, AC: 2               
RB: 13113, SB: 7913, TC: 18, AC: 1               
RB: 13120, SB: 7916, TC: 18, AC: 1               
RB: 13120, SB: 7916, TC: 18, AC: 0               
RB: 13120, SB: 7916, TC: 19, AC: 1               
RB: 13120, SB: 7916, TC: 18, AC: 0               
RB: 13120, SB: 7916, TC: 18, AC: 0               
RB: 13661, SB: 7916, TC: 19, AC: 1               
RB: 13661, SB: 7916, TC: 19, AC: 1               
RB: 13661, SB: 7916, TC: 19, AC: 1               
RB: 14184, SB: 8204, TC: 20, AC: 2               
RB: 14184, SB: 8204, TC: 20, AC: 2               
RB: 14222, SB: 8508, TC: 20, AC: 2               
RB: 14222, SB: 8508, TC: 20, AC: 1               
RB: 14229, SB: 8511, TC: 20, AC: 1               
RB: 14229, SB: 8511, TC: 20, AC: 0               
RB: 14229, SB: 8511, TC: 21, AC: 1               
RB: 14236, SB: 8514, TC: 20, AC: 1               
RB: 14243, SB: 8517, TC: 20, AC: 1               
RB: 14243, SB: 8517, TC: 20, AC: 0               
RB: 14243, SB: 8517, TC: 21, AC: 1               
RB: 14243, SB: 8517, TC: 20, AC: 0               
RB: 14243, SB: 8517, TC: 20, AC: 0               
RB: 14766, SB: 8517, TC: 21, AC: 1               
RB: 14766, SB: 8517, TC: 21, AC: 1               
RB: 14774, SB: 8787, TC: 21, AC: 1               
RB: 14804, SB: 8821, TC: 21, AC: 1               
RB: 14811, SB: 8824, TC: 21, AC: 1               
RB: 14811, SB: 8824, TC: 21, AC: 1               
RB: 14811, SB: 8824, TC: 21, AC: 1               
RB: 15179, SB: 9112, TC: 22, AC: 2               
RB: 15179, SB: 9112, TC: 22, AC: 2               
RB: 15179, SB: 9112, TC: 23, AC: 3               
RB: 15179, SB: 9112, TC: 23, AC: 3               
RB: 15773, SB: 9382, TC: 23, AC: 3               
RB: 16004, SB: 9474, TC: 23, AC: 3               
RB: 16004, SB: 9545, TC: 23, AC: 3               
RB: 16004, SB: 9545, TC: 23, AC: 2               
RB: 16004, SB: 9545, TC: 23, AC: 2               
RB: 16004, SB: 9545, TC: 24, AC: 3               
RB: 16004, SB: 9545, TC: 24, AC: 3               
RB: 16372, SB: 9833, TC: 24, AC: 3               
RB: 16372, SB: 9833, TC: 24, AC: 3               
RB: 16965, SB: 9836, TC: 25, AC: 4               
RB: 16965, SB: 9836, TC: 25, AC: 4               
RB: 17097, SB: 10140, TC: 25, AC: 4               
RB: 17210, SB: 10410, TC: 25, AC: 4               
RB: 17337, SB: 10592, TC: 25, AC: 4               
RB: 17337, SB: 10592, TC: 25, AC: 3               
RB: 17436, SB: 10718, TC: 25, AC: 3               
RB: 17443, SB: 10721, TC: 25, AC: 3               
RB: 17450, SB: 10724, TC: 25, AC: 3               
RB: 17457, SB: 10727, TC: 25, AC: 3               
RB: 17464, SB: 10730, TC: 25, AC: 3               
RB: 17464, SB: 10733, TC: 25, AC: 3               
RB: 17471, SB: 10736, TC: 25, AC: 3               
RB: 17471, SB: 10739, TC: 25, AC: 3               
RB: 17478, SB: 10739, TC: 25, AC: 3               
RB: 17478, SB: 10741, TC: 25, AC: 3               
RB: 17485, SB: 10744, TC: 25, AC: 3               
RB: 17485, SB: 10744, TC: 25, AC: 3               
RB: 18008, SB: 10744, TC: 26, AC: 4               
RB: 18008, SB: 10744, TC: 26, AC: 4               
RB: 18046, SB: 11048, TC: 26, AC: 4               
RB: 18046, SB: 11048, TC: 26, AC: 3               
RB: 18046, SB: 11048, TC: 27, AC: 4               
RB: 18053, SB: 11051, TC: 26, AC: 4               
RB: 18053, SB: 11051, TC: 26, AC: 3               
RB: 18060, SB: 11054, TC: 26, AC: 3               
RB: 18067, SB: 11057, TC: 26, AC: 3               
RB: 18074, SB: 11060, TC: 26, AC: 3               
RB: 18081, SB: 11063, TC: 26, AC: 3               
RB: 18081, SB: 11066, TC: 26, AC: 3               
RB: 18088, SB: 11066, TC: 26, AC: 3               
RB: 18088, SB: 11069, TC: 26, AC: 3               
RB: 18095, SB: 11069, TC: 26, AC: 3               
RB: 18095, SB: 11069, TC: 26, AC: 2               
RB: 18095, SB: 11069, TC: 27, AC: 3               
RB: 18095, SB: 11069, TC: 26, AC: 2               
RB: 18095, SB: 11069, TC: 26, AC: 2               
RB: 18095, SB: 11069, TC: 26, AC: 2               
RB: 18636, SB: 11357, TC: 27, AC: 3               
RB: 18636, SB: 11357, TC: 27, AC: 3               
RB: 18636, SB: 11357, TC: 28, AC: 4               
RB: 18636, SB: 11357, TC: 28, AC: 4               
RB: 19167, SB: 11627, TC: 28, AC: 4               
RB: 19204, SB: 11664, TC: 28, AC: 4               
RB: 19204, SB: 11664, TC: 28, AC: 3               
RB: 19211, SB: 11667, TC: 28, AC: 3               
RB: 19211, SB: 11670, TC: 28, AC: 3               
RB: 19225, SB: 11673, TC: 28, AC: 3               
RB: 19225, SB: 11673, TC: 28, AC: 2               
RB: 19225, SB: 11673, TC: 29, AC: 3               
RB: 19225, SB: 11676, TC: 28, AC: 3               
RB: 19232, SB: 11676, TC: 28, AC: 3               
RB: 19239, SB: 11682, TC: 28, AC: 3               
RB: 19246, SB: 11682, TC: 28, AC: 3               
RB: 19246, SB: 11682, TC: 28, AC: 2               
RB: 19246, SB: 11682, TC: 29, AC: 3               
RB: 19246, SB: 11685, TC: 28, AC: 3               
RB: 19253, SB: 11685, TC: 28, AC: 3               
RB: 19253, SB: 11685, TC: 28, AC: 2               
RB: 19260, SB: 11688, TC: 28, AC: 2               
RB: 19260, SB: 11691, TC: 28, AC: 2               
RB: 19267, SB: 11691, TC: 28, AC: 2               
RB: 19274, SB: 11694, TC: 28, AC: 2               
RB: 19281, SB: 11697, TC: 28, AC: 2               
RB: 19281, SB: 11700, TC: 28, AC: 2               
RB: 19288, SB: 11700, TC: 28, AC: 2               
RB: 19288, SB: 11700, TC: 28, AC: 1               
RB: 19288, SB: 11700, TC: 29, AC: 2               
RB: 19288, SB: 11700, TC: 29, AC: 1               
RB: 19288, SB: 11700, TC: 30, AC: 2               
RB: 19288, SB: 11700, TC: 28, AC: 1               
RB: 19288, SB: 11700, TC: 28, AC: 0               
RB: 19288, SB: 11700, TC: 29, AC: 1               
RB: 19288, SB: 11700, TC: 29, AC: 0               
RB: 19288, SB: 11700, TC: 30, AC: 1               
RB: 19288, SB: 11700, TC: 28, AC: 0               
RB: 19288, SB: 11700, TC: 28, AC: 0               
RB: 19811, SB: 11700, TC: 29, AC: 1               
RB: 19811, SB: 11700, TC: 29, AC: 1               
RB: 19819, SB: 11970, TC: 29, AC: 1               
RB: 19849, SB: 12004, TC: 29, AC: 1               
RB: 19849, SB: 12004, TC: 29, AC: 1               
RB: 20291, SB: 12004, TC: 30, AC: 2               
RB: 20291, SB: 12004, TC: 30, AC: 2               
RB: 20291, SB: 12292, TC: 30, AC: 2               
RB: 20291, SB: 12292, TC: 30, AC: 2               
RB: 20877, SB: 12292, TC: 31, AC: 3               
RB: 20877, SB: 12292, TC: 31, AC: 3               
RB: 20885, SB: 12596, TC: 31, AC: 3               
RB: 20915, SB: 12596, TC: 31, AC: 3               
RB: 20915, SB: 12596, TC: 31, AC: 2               
RB: 20915, SB: 12596, TC: 31, AC: 2               
RB: 21290, SB: 12599, TC: 32, AC: 3               
RB: 21290, SB: 12599, TC: 32, AC: 3               
RB: 21290, SB: 12887, TC: 32, AC: 3               
RB: 21290, SB: 12887, TC: 32, AC: 3               
RB: 21290, SB: 12887, TC: 33, AC: 4               
RB: 21290, SB: 12887, TC: 33, AC: 4               
RB: 21884, SB: 13157, TC: 33, AC: 4               
RB: 22008, SB: 13249, TC: 33, AC: 4               
RB: 22114, SB: 13319, TC: 33, AC: 4               
RB: 22114, SB: 13322, TC: 33, AC: 4               
RB: 22114, SB: 13322, TC: 33, AC: 3               
RB: 22114, SB: 13322, TC: 34, AC: 4               
RB: 22121, SB: 13322, TC: 33, AC: 4               
RB: 22121, SB: 13322, TC: 33, AC: 3               
RB: 22121, SB: 13322, TC: 33, AC: 2               
RB: 22128, SB: 13325, TC: 33, AC: 2               
RB: 22128, SB: 13328, TC: 33, AC: 2               
RB: 22135, SB: 13328, TC: 33, AC: 2               
RB: 22135, SB: 13328, TC: 33, AC: 2               
RB: 22602, SB: 13328, TC: 34, AC: 3               
RB: 22602, SB: 13328, TC: 34, AC: 3               
RB: 22602, SB: 13616, TC: 34, AC: 3               
RB: 22602, SB: 13616, TC: 34, AC: 3               
RB: 23125, SB: 13616, TC: 35, AC: 4               
RB: 23125, SB: 13616, TC: 35, AC: 4               
RB: 23133, SB: 13886, TC: 35, AC: 4               
RB: 23256, SB: 14034, TC: 35, AC: 4               
RB: 23374, SB: 14187, TC: 35, AC: 4               
RB: 23499, SB: 14187, TC: 35, AC: 4               
RB: 23499, SB: 14365, TC: 35, AC: 4               
RB: 23506, SB: 14368, TC: 35, AC: 4               
RB: 23506, SB: 14368, TC: 35, AC: 3               
RB: 23605, SB: 14368, TC: 35, AC: 3               
RB: 23605, SB: 14494, TC: 35, AC: 3               
RB: 23605, SB: 14497, TC: 35, AC: 3               
RB: 23612, SB: 14497, TC: 35, AC: 3               
RB: 23612, SB: 14500, TC: 35, AC: 3               
RB: 23619, SB: 14500, TC: 35, AC: 3               
RB: 23619, SB: 14500, TC: 35, AC: 2               
RB: 23619, SB: 14500, TC: 36, AC: 3               
RB: 23619, SB: 14503, TC: 35, AC: 3               
RB: 23626, SB: 14503, TC: 35, AC: 3               
RB: 23626, SB: 14503, TC: 35, AC: 2               
RB: 23626, SB: 14503, TC: 36, AC: 3               
RB: 23626, SB: 14503, TC: 35, AC: 2               
RB: 23633, SB: 14506, TC: 35, AC: 2               
RB: 23640, SB: 14509, TC: 35, AC: 2               
RB: 23647, SB: 14512, TC: 35, AC: 2               
RB: 23647, SB: 14515, TC: 35, AC: 2               
RB: 23654, SB: 14515, TC: 35, AC: 2               
RB: 23661, SB: 14518, TC: 35, AC: 2               
RB: 23668, SB: 14521, TC: 35, AC: 2               
RB: 23668, SB: 14524, TC: 35, AC: 2               
RB: 23675, SB: 14524, TC: 35, AC: 2               
RB: 23682, SB: 14527, TC: 35, AC: 2               
RB: 23689, SB: 14530, TC: 35, AC: 2               
RB: 23696, SB: 14533, TC: 35, AC: 2               
RB: 23703, SB: 14536, TC: 35, AC: 2               
RB: 23703, SB: 14539, TC: 35, AC: 2               
RB: 23710, SB: 14539, TC: 35, AC: 2               
RB: 23717, SB: 14542, TC: 35, AC: 2               
RB: 23724, SB: 14545, TC: 35, AC: 2               
RB: 23724, SB: 14545, TC: 35, AC: 1               
RB: 23724, SB: 14545, TC: 36, AC: 2               
RB: 23724, SB: 14548, TC: 35, AC: 2               
RB: 23731, SB: 14548, TC: 35, AC: 2               
RB: 23738, SB: 14551, TC: 35, AC: 2               
RB: 23738, SB: 14551, TC: 35, AC: 2               
RB: 23738, SB: 14551, TC: 35, AC: 2               
RB: 24269, SB: 14821, TC: 36, AC: 3               
RB: 24392, SB: 14969, TC: 36, AC: 3               
RB: 24392, SB: 14969, TC: 36, AC: 2               
RB: 24392, SB: 14969, TC: 37, AC: 3               
RB: 24399, SB: 14972, TC: 36, AC: 3               
RB: 24406, SB: 14975, TC: 36, AC: 3               
RB: 24413, SB: 14978, TC: 36, AC: 3               
RB: 24413, SB: 14981, TC: 36, AC: 3               
RB: 24413, SB: 14981, TC: 36, AC: 2               
RB: 24413, SB: 14981, TC: 37, AC: 3               
RB: 24420, SB: 14981, TC: 36, AC: 3               
RB: 24420, SB: 14981, TC: 36, AC: 2               
RB: 24420, SB: 14984, TC: 36, AC: 2               
RB: 24427, SB: 14984, TC: 36, AC: 2               
RB: 24434, SB: 14987, TC: 36, AC: 2               
RB: 24441, SB: 14990, TC: 36, AC: 2               
RB: 24448, SB: 14993, TC: 36, AC: 2               
RB: 24448, SB: 14993, TC: 36, AC: 2               
RB: 24448, SB: 14993, TC: 37, AC: 3               
RB: 24448, SB: 14993, TC: 37, AC: 3               
RB: 24979, SB: 15263, TC: 37, AC: 3               
RB: 25102, SB: 15297, TC: 37, AC: 3               
RB: 25102, SB: 15411, TC: 37, AC: 3               
RB: 25102, SB: 15414, TC: 37, AC: 3               
RB: 25109, SB: 15414, TC: 37, AC: 3               
RB: 25116, SB: 15417, TC: 37, AC: 3               
RB: 25123, SB: 15420, TC: 37, AC: 3               
RB: 25130, SB: 15423, TC: 37, AC: 3               
RB: 25130, SB: 15423, TC: 37, AC: 2               
RB: 25130, SB: 15423, TC: 38, AC: 3               
RB: 25130, SB: 15423, TC: 37, AC: 2               
RB: 25130, SB: 15423, TC: 37, AC: 1               
RB: 25130, SB: 15423, TC: 38, AC: 2               
RB: 25130, SB: 15423, TC: 37, AC: 1               
RB: 25130, SB: 15423, TC: 37, AC: 0               
RB: 25130, SB: 15423, TC: 38, AC: 1               
RB: 25130, SB: 15423, TC: 37, AC: 0               
RB: 25130, SB: 15423, TC: 37, AC: 0               
RB: 25130, SB: 15423, TC: 38, AC: 1               
RB: 25130, SB: 15423, TC: 38, AC: 1               
RB: 25572, SB: 15711, TC: 38, AC: 1               
RB: 25572, SB: 15711, TC: 38, AC: 1               
RB: 25572, SB: 15711, TC: 38, AC: 1               
RB: 26166, SB: 15981, TC: 39, AC: 2               
RB: 26196, SB: 16015, TC: 39, AC: 2               
RB: 26196, SB: 16015, TC: 39, AC: 1               
RB: 26196, SB: 16015, TC: 39, AC: 1               
RB: 26663, SB: 16015, TC: 40, AC: 2               
RB: 26663, SB: 16015, TC: 40, AC: 2               
RB: 26663, SB: 16303, TC: 40, AC: 2               
RB: 26663, SB: 16303, TC: 40, AC: 2               
RB: 26663, SB: 16303, TC: 40, AC: 2               
RB: 27186, SB: 16573, TC: 41, AC: 3               
RB: 27317, SB: 16607, TC: 41, AC: 3               
RB: 27422, SB: 16664, TC: 41, AC: 3               
RB: 27422, SB: 16733, TC: 41, AC: 3               
RB: 27422, SB: 16733, TC: 41, AC: 2               
RB: 27429, SB: 16736, TC: 41, AC: 2               
RB: 27429, SB: 16736, TC: 41, AC: 2               
RB: 27797, SB: 16736, TC: 42, AC: 3               
RB: 27797, SB: 16736, TC: 42, AC: 3               
